Branch,Cutoff,Category,College,College Code,Location
CA CS,963,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
CE,24199,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
CH,19215,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
CS,610,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
CY CS,1700,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
EC,2452,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
EE,6001,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
EI,13721,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
ET,7910,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
IE,1323,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
IM,27038,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
MD,19041,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
ME,14854,3AG,M S Ramaiah Institute of Technology,E006,Bangalore
AD,1643,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
AI,1821,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
BT,7533,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
CA CS,1539,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
CE,26404,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
CH,16619,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
CS,934,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
CY CS,1657,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
EC,2185,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
EE,4299,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
EI,11810,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
ET,10202,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
IE,1412,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
IM,36953,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
MD,25777,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
ME,12276,3BG,M S Ramaiah Institute of Technology,E006,Bangalore
AD,10413,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
AI,,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
BT,23493,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
CA CS,,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
CE,31226,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
CH,,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
CS,733,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
CY CS,3485,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
EC,3457,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
EE,11192,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
EI,40625,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
ET,24338,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
IE,1620,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
IM,,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
MD,55883,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
ME,37626,GMK,M S Ramaiah Institute of Technology,E006,Bangalore
AD,16091,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
AI,21249,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
BT,22818,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
CA CS,9103,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
CE,28752,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
CH,36494,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
CS,4783,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
CY CS,16758,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
EC,12790,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
EE,20161,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
EI,37096,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
ET,35843,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
IE,9662,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
IM,46705,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
MD,45644,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
ME,41799,SCG,M S Ramaiah Institute of Technology,E006,Bangalore
AD,10156,STG,M S Ramaiah Institute of Technology,E006,Bangalore
AI,6365,STG,M S Ramaiah Institute of Technology,E006,Bangalore
BT,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
CA CS,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
CE,26946,STG,M S Ramaiah Institute of Technology,E006,Bangalore
CH,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
CS,2200,STG,M S Ramaiah Institute of Technology,E006,Bangalore
CY CS,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
EC,9710,STG,M S Ramaiah Institute of Technology,E006,Bangalore
EE,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
EI,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
ET,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
IE,7743,STG,M S Ramaiah Institute of Technology,E006,Bangalore
IM,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
MD,,STG,M S Ramaiah Institute of Technology,E006,Bangalore
ME,31061,STG,M S Ramaiah Institute of Technology,E006,Bangalore
AE,7894,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,2713,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,45305,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,9609,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,3250,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,41165,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,24201,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,2043,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,6299,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,15496,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,29472,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,26578,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,2910,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,20860,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,31594,GM,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,12842,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,11890,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,82409,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,15280,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,12126,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,47204,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,46882,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,2789,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,10304,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,24454,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,57894,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,36366,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,4470,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,28678,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,54375,1G,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,8829,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,7755,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,62938,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,15943,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,8641,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,57903,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,34757,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,4155,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,8861,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,21839,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,41790,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,40557,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,4982,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,30160,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,50107,2AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,9202,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,5193,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,57091,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,21239,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,10945,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,46710,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,31385,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,4790,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,12278,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,24133,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,42673,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,34145,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,5277,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,30825,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,42669,2BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,9675,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,3466,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,49689,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,12440,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,7467,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,41964,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,26548,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,2088,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,6948,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,16971,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,30053,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,27696,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,3263,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,23439,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,35764,3AG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,8836,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,4369,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,65640,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,12780,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,6849,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,48227,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,26953,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,2772,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,6929,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,21189,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,32233,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,32103,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,3759,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,29500,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,39671,3BG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,16707,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,24206,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,80422,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,31095,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CD,23212,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,60822,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CH,55814,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,18039,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,30377,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,40750,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,136308,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,80488,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,21211,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,50743,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,89159,SCG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,16969,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,52650,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,10235,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,16340,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,27422,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,65684,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,15922,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,21481,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,47446,STG,Dayananda Sagara College Of Engineering ,E007,Bangalore
AE,22905,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
AU,106560,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
BT,33401,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
CE,61383,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
CS,7187,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
EC,15321,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
EE,26515,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
EI,95433,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
ET,60485,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
IE,9561,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
MD,104133,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
ME,39596,GMK,Dayananda Sagara College Of Engineering ,E007,Bangalore
AI,4253,GM,Bangalore Institute of Technology,E008,Bangalore
CE,57600,GM,Bangalore Institute of Technology,E008,Bangalore
CS,2303,GM,Bangalore Institute of Technology,E008,Bangalore
EC,6563,GM,Bangalore Institute of Technology,E008,Bangalore
EE,17958,GM,Bangalore Institute of Technology,E008,Bangalore
EI,27595,GM,Bangalore Institute of Technology,E008,Bangalore
ET,15905,GM,Bangalore Institute of Technology,E008,Bangalore
IE,3743,GM,Bangalore Institute of Technology,E008,Bangalore
IM ,55775,GM,Bangalore Institute of Technology,E008,Bangalore
ME,60979,GM,Bangalore Institute of Technology,E008,Bangalore
AI,11131,1G,Bangalore Institute of Technology,E008,Bangalore
CE,67481,1G,Bangalore Institute of Technology,E008,Bangalore
CS,5182,1G,Bangalore Institute of Technology,E008,Bangalore
EC,11542,1G,Bangalore Institute of Technology,E008,Bangalore
EE,26450,1G,Bangalore Institute of Technology,E008,Bangalore
EI,27852,1G,Bangalore Institute of Technology,E008,Bangalore
ET,25127,1G,Bangalore Institute of Technology,E008,Bangalore
IE,5590,1G,Bangalore Institute of Technology,E008,Bangalore
IM ,134633,1G,Bangalore Institute of Technology,E008,Bangalore
ME,107782,1G,Bangalore Institute of Technology,E008,Bangalore
AI,8299,2AG,Bangalore Institute of Technology,E008,Bangalore
CE,81201,2AG,Bangalore Institute of Technology,E008,Bangalore
CS,3694,2AG,Bangalore Institute of Technology,E008,Bangalore
EC,10481,2AG,Bangalore Institute of Technology,E008,Bangalore
EE,21626,2AG,Bangalore Institute of Technology,E008,Bangalore
EI,34090,2AG,Bangalore Institute of Technology,E008,Bangalore
ET,26252,2AG,Bangalore Institute of Technology,E008,Bangalore
IE,5917,2AG,Bangalore Institute of Technology,E008,Bangalore
IM ,91299,2AG,Bangalore Institute of Technology,E008,Bangalore
ME,89982,2AG,Bangalore Institute of Technology,E008,Bangalore
AI,9757,2BG,Bangalore Institute of Technology,E008,Bangalore
CE,69427,2BG,Bangalore Institute of Technology,E008,Bangalore
CS,5609,2BG,Bangalore Institute of Technology,E008,Bangalore
EC,17279,2BG,Bangalore Institute of Technology,E008,Bangalore
EE,31252,2BG,Bangalore Institute of Technology,E008,Bangalore
EI,31629,2BG,Bangalore Institute of Technology,E008,Bangalore
ET,28504,2BG,Bangalore Institute of Technology,E008,Bangalore
IE,6926,2BG,Bangalore Institute of Technology,E008,Bangalore
IM ,85894,2BG,Bangalore Institute of Technology,E008,Bangalore
ME,85749,2BG,Bangalore Institute of Technology,E008,Bangalore
AI,5301,3AG,Bangalore Institute of Technology,E008,Bangalore
CE,58928,3AG,Bangalore Institute of Technology,E008,Bangalore
CS,3187,3AG,Bangalore Institute of Technology,E008,Bangalore
EC,7410,3AG,Bangalore Institute of Technology,E008,Bangalore
EE,18313,3AG,Bangalore Institute of Technology,E008,Bangalore
EI,28681,3AG,Bangalore Institute of Technology,E008,Bangalore
ET,21125,3AG,Bangalore Institute of Technology,E008,Bangalore
IE,3885,3AG,Bangalore Institute of Technology,E008,Bangalore
IM ,58530,3AG,Bangalore Institute of Technology,E008,Bangalore
ME,69680,3AG,Bangalore Institute of Technology,E008,Bangalore
AI,5051,3BG,Bangalore Institute of Technology,E008,Bangalore
CE,70792,3BG,Bangalore Institute of Technology,E008,Bangalore
CS,2922,3BG,Bangalore Institute of Technology,E008,Bangalore
EC,7240,3BG,Bangalore Institute of Technology,E008,Bangalore
EE,19133,3BG,Bangalore Institute of Technology,E008,Bangalore
EI,31370,3BG,Bangalore Institute of Technology,E008,Bangalore
ET,20006,3BG,Bangalore Institute of Technology,E008,Bangalore
IE,4510,3BG,Bangalore Institute of Technology,E008,Bangalore
IM ,57822,3BG,Bangalore Institute of Technology,E008,Bangalore
ME,74792,3BG,Bangalore Institute of Technology,E008,Bangalore
AI,28180,SCG,Bangalore Institute of Technology,E008,Bangalore
CE,78699,SCG,Bangalore Institute of Technology,E008,Bangalore
CS,16165,SCG,Bangalore Institute of Technology,E008,Bangalore
EC,34688,SCG,Bangalore Institute of Technology,E008,Bangalore
EE,35818,SCG,Bangalore Institute of Technology,E008,Bangalore
EI,95752,SCG,Bangalore Institute of Technology,E008,Bangalore
ET,70974,SCG,Bangalore Institute of Technology,E008,Bangalore
IE,20238,SCG,Bangalore Institute of Technology,E008,Bangalore
IM ,148107,SCG,Bangalore Institute of Technology,E008,Bangalore
ME,130677,SCG,Bangalore Institute of Technology,E008,Bangalore
AI,,STG,Bangalore Institute of Technology,E008,Bangalore
CE,77689,STG,Bangalore Institute of Technology,E008,Bangalore
CS,12349,STG,Bangalore Institute of Technology,E008,Bangalore
EC,16899,STG,Bangalore Institute of Technology,E008,Bangalore
EE,,STG,Bangalore Institute of Technology,E008,Bangalore
EI,,STG,Bangalore Institute of Technology,E008,Bangalore
ET,,STG,Bangalore Institute of Technology,E008,Bangalore
IE,14113,STG,Bangalore Institute of Technology,E008,Bangalore
IM ,69207,STG,Bangalore Institute of Technology,E008,Bangalore
ME,90775,STG,Bangalore Institute of Technology,E008,Bangalore
AI,18230,GMK,Bangalore Institute of Technology,E008,Bangalore
CE,92609,GMK,Bangalore Institute of Technology,E008,Bangalore
CS,7871,GMK,Bangalore Institute of Technology,E008,Bangalore
EC,17476,GMK,Bangalore Institute of Technology,E008,Bangalore
EE,20851,GMK,Bangalore Institute of Technology,E008,Bangalore
EI,,GMK,Bangalore Institute of Technology,E008,Bangalore
ET,59833,GMK,Bangalore Institute of Technology,E008,Bangalore
IE,13608,GMK,Bangalore Institute of Technology,E008,Bangalore
IM ,140851,GMK,Bangalore Institute of Technology,E008,Bangalore
ME,98069,GMK,Bangalore Institute of Technology,E008,Bangalore
BT,4275,GM,P E S University (Ring Road Campus) ,E009,Bangalore
